127.184.18.37 - - [04/Sep/2017:00:00:00 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://us.search.yahoo.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
195.65.149.122 - - [04/Sep/2017:05:06:27 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
195.65.149.122 - - [04/Sep/2017:05:06:27 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
195.65.149.122 - - [04/Sep/2017:05:06:27 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
195.65.149.122 - - [04/Sep/2017:05:06:27 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
107.198.43.217 - - [04/Sep/2017:05:10:14 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://myweb.com/products/view/abc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
229.14.7.101 - - [04/Sep/2017:05:14:01 +0200] "GET /products HTTP/1.1" 200 9229 "https://myweb.com/products?sort=price&direction=asc" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
229.14.7.101 - - [04/Sep/2017:05:14:01 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
229.14.7.101 - - [04/Sep/2017:05:14:01 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
229.14.7.101 - - [04/Sep/2017:05:14:01 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
229.14.7.101 - - [04/Sep/2017:05:14:01 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
229.14.7.101 - - [04/Sep/2017:05:14:01 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)"
161.149.134.138 - - [04/Sep/2017:05:17:48 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://myweb.com/products/view/124" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
161.149.134.138 - - [04/Sep/2017:05:17:48 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
161.149.134.138 - - [04/Sep/2017:05:17:48 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
161.149.134.138 - - [04/Sep/2017:05:17:48 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
161.149.134.138 - - [04/Sep/2017:05:17:48 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
161.149.134.138 - - [04/Sep/2017:05:17:48 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
127.145.37.121 - - [04/Sep/2017:05:21:35 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://brown-davis.net/login/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
127.145.37.121 - - [04/Sep/2017:05:21:35 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
127.145.37.121 - - [04/Sep/2017:05:21:35 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
127.145.37.121 - - [04/Sep/2017:05:21:35 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
127.145.37.121 - - [04/Sep/2017:05:21:35 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
127.145.37.121 - - [04/Sep/2017:05:21:35 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
86.110.165.31 - - [04/Sep/2017:05:25:22 +0200] "GET /products HTTP/1.1" 200 9229 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
86.110.165.31 - - [04/Sep/2017:05:25:22 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
86.110.165.31 - - [04/Sep/2017:05:25:22 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
86.110.165.31 - - [04/Sep/2017:05:25:22 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
86.110.165.31 - - [04/Sep/2017:05:25:22 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
86.110.165.31 - - [04/Sep/2017:05:25:22 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
190.72.16.48 - - [04/Sep/2017:05:29:09 +0200] "GET / HTTP/1.1" 200 6555 "https://harris.com/index/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
190.72.16.48 - - [04/Sep/2017:05:29:09 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
190.72.16.48 - - [04/Sep/2017:05:29:09 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
190.72.16.48 - - [04/Sep/2017:05:29:09 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
190.72.16.48 - - [04/Sep/2017:05:29:09 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
190.72.16.48 - - [04/Sep/2017:05:29:09 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
219.50.47.12 - - [04/Sep/2017:05:32:56 +0200] "GET /admin/products HTTP/1.1" 200 6492 "https://myweb.com/products/view/123" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
219.50.47.12 - - [04/Sep/2017:05:32:56 +0200] "GET /css/admin.css HTTP/1.1" 200 8245 "https://myweb.com/admin/products" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
219.50.47.12 - - [04/Sep/2017:05:32:56 +0200] "GET /js/admin.js HTTP/1.1" 200 9658 "https://myweb.com/admin/products" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
a9f6:d06d:906b:8259:2a88:73de:accc:f85d - - [04/Sep/2017:05:36:43 +0200] "GET /products HTTP/1.1" 200 9229 "https://us.search.yahoo.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
a9f6:d06d:906b:8259:2a88:73de:accc:f85d - - [04/Sep/2017:05:36:43 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
a9f6:d06d:906b:8259:2a88:73de:accc:f85d - - [04/Sep/2017:05:36:43 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
a9f6:d06d:906b:8259:2a88:73de:accc:f85d - - [04/Sep/2017:05:36:43 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
a9f6:d06d:906b:8259:2a88:73de:accc:f85d - - [04/Sep/2017:05:36:43 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
a9f6:d06d:906b:8259:2a88:73de:accc:f85d - - [04/Sep/2017:05:36:43 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
152.251.12.246 - - [04/Sep/2017:05:40:30 +0200] "GET /products/view/123 HTTP/1.1" 200 8206 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
152.251.12.246 - - [04/Sep/2017:05:40:30 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
152.251.12.246 - - [04/Sep/2017:05:40:30 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
152.251.12.246 - - [04/Sep/2017:05:40:30 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
152.251.12.246 - - [04/Sep/2017:05:40:30 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
152.251.12.246 - - [04/Sep/2017:05:40:30 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products/view/123" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
34.72.196.216 - - [04/Sep/2017:05:44:17 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
34.72.196.216 - - [04/Sep/2017:05:44:17 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
34.72.196.216 - - [04/Sep/2017:05:44:17 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
34.72.196.216 - - [04/Sep/2017:05:44:17 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
34.72.196.216 - - [04/Sep/2017:05:44:17 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
34.72.196.216 - - [04/Sep/2017:05:44:17 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
28.112.167.237 - - [04/Sep/2017:05:48:04 +0200] "GET /products/view/123 HTTP/1.1" 200 8206 "https://www.bing.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
28.112.167.237 - - [04/Sep/2017:05:48:04 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
28.112.167.237 - - [04/Sep/2017:05:48:04 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
28.112.167.237 - - [04/Sep/2017:05:48:04 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
28.112.167.237 - - [04/Sep/2017:05:48:04 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
28.112.167.237 - - [04/Sep/2017:05:48:04 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products/view/123" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
80.69.90.234 - - [04/Sep/2017:05:51:51 +0200] "GET / HTTP/1.1" 200 6555 "https://myweb.com/products" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
80.69.90.234 - - [04/Sep/2017:05:51:51 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
80.69.90.234 - - [04/Sep/2017:05:51:51 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
80.69.90.234 - - [04/Sep/2017:05:51:51 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
80.69.90.234 - - [04/Sep/2017:05:51:51 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
80.69.90.234 - - [04/Sep/2017:05:51:51 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
babe:5d19:4c47:a5d3:a3c:494:ec17:cb1b - - [04/Sep/2017:05:55:38 +0200] "GET / HTTP/1.1" 200 6555 "https://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
babe:5d19:4c47:a5d3:a3c:494:ec17:cb1b - - [04/Sep/2017:05:55:38 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
babe:5d19:4c47:a5d3:a3c:494:ec17:cb1b - - [04/Sep/2017:05:55:38 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
babe:5d19:4c47:a5d3:a3c:494:ec17:cb1b - - [04/Sep/2017:05:55:38 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
babe:5d19:4c47:a5d3:a3c:494:ec17:cb1b - - [04/Sep/2017:05:55:38 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
babe:5d19:4c47:a5d3:a3c:494:ec17:cb1b - - [04/Sep/2017:05:55:38 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
3.255.35.146 - - [04/Sep/2017:05:59:25 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
72.5.92.148 - - [04/Sep/2017:06:03:12 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "https://us.search.yahoo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
72.5.92.148 - - [04/Sep/2017:06:03:12 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
72.5.92.148 - - [04/Sep/2017:06:03:12 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
72.5.92.148 - - [04/Sep/2017:06:03:12 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
72.5.92.148 - - [04/Sep/2017:06:03:12 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
72.5.92.148 - - [04/Sep/2017:06:03:12 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
68.131.89.15 - - [04/Sep/2017:06:06:59 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://myweb.com/products/view/abc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.131.89.15 - - [04/Sep/2017:06:06:59 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.131.89.15 - - [04/Sep/2017:06:06:59 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.131.89.15 - - [04/Sep/2017:06:06:59 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.131.89.15 - - [04/Sep/2017:06:06:59 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.131.89.15 - - [04/Sep/2017:06:06:59 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
199.162.213.152 - - [04/Sep/2017:06:10:46 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "http://waters.net/categories/search/blog/privacy.jsp" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
199.162.213.152 - - [04/Sep/2017:06:10:46 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
199.162.213.152 - - [04/Sep/2017:06:10:46 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
199.162.213.152 - - [04/Sep/2017:06:10:46 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
199.162.213.152 - - [04/Sep/2017:06:10:46 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
199.162.213.152 - - [04/Sep/2017:06:10:46 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
159.77.106.225 - - [04/Sep/2017:06:14:33 +0200] "GET /admin/products HTTP/1.1" 200 6492 "https://brown-davis.net/login/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
159.77.106.225 - - [04/Sep/2017:06:14:33 +0200] "GET /css/admin.css HTTP/1.1" 200 8245 "https://myweb.com/admin/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
159.77.106.225 - - [04/Sep/2017:06:14:33 +0200] "GET /js/admin.js HTTP/1.1" 200 9658 "https://myweb.com/admin/products" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
